"","ssn","annual_income"
"3904",570854469,27200
"3905",570946457,24000
"3906",571400425,50300
"3907",571544095,64400
"3908",572001390,87500
"3909",572178004,12300
"3910",572290212,54700
"3911",572478563,20000
"3912",572537784,72500
"3913",572810526,47400
"3914",572915604,39200
"3915",573061811,33600
"3916",573244491,79900
"3917",573284584,84500
"3918",573546377,74900
"3919",573556337,29000
"3920",573601753,50000
"3921",573682109,22100
"3922",573785792,24200
"3923",573919330,86500
"3924",573986026,32200
"3925",574286134,38100
"3926",574410366,24700
"3927",574456568,46700
"3928",574485571,72900
"3929",574574200,53300
"3930",574735699,53700
"3931",574804634,77300
"3932",574896120,52100
"3933",574901781,12600
"3934",574962819,21900
"3935",575117227,39500
"3936",575188267,57100
"3937",575201716,43500
"3938",575222268,77500
"3939",575231945,19400
"3940",575289965,36600
"3941",575409966,14900
"3942",575411912,10900
"3943",575540766,68900
"3944",575646219,54200
"3945",575722419,10000
"3946",575810617,55900
"3947",575955236,18800
"3948",576295589,48700
"3949",576418502,45400
"3950",576443941,23500
"3951",576598609,54500
"3952",576692298,20900
"3953",576762940,55700
"3954",576858498,72900
"3955",576909574,15400
"3956",577036891,51400
"3957",577136732,50800
"3958",577213054,56600
"3959",577249586,65300
"3960",577331209,66200
"3961",577380891,87300
"3962",577538312,15300
"3963",577594865,47500
"3964",577600173,23600
"3965",577603813,81000
"3966",577629993,81600
"3967",577805830,79300
"3968",577959746,64300
"3969",578189852,20700
"3970",578213312,23100
"3971",578272574,62600
"3972",578557142,15800
"3973",578640034,44300
"3974",578835001,23200
"3975",578912901,83100
"3976",578987270,76800
"3977",579013211,12700
"3978",579098809,44900
"3979",579157143,42600
"3980",579221105,59800
"3981",579253022,25700
"3982",579292098,19000
"3983",579390883,68800
"3984",579437064,45300
"3985",579461841,40800
"3986",579641573,55700
"3987",579723487,26000
"3988",579741315,56300
"3989",580057798,42700
"3990",580253243,75900
"3991",580294724,14100
"3992",580330518,82200
"3993",580361997,62300
"3994",580816677,58000
"3995",580884482,60300
"3996",580923232,14100
"3997",581045757,76900
"3998",581080256,18900
"3999",581094396,36400
"4000",581115936,81800
"4001",581242908,73900
"4002",581446818,36200
"4003",581530576,52800
"4004",581695664,14200
"4005",581737691,13000
"4006",581972481,43600
"4007",582085400,61600
"4008",582334687,10400
"4009",582582927,50000
"4010",582751281,17500
"4011",583083259,26100
"4012",583132539,36000
"4013",583283390,65800
"4014",583317020,157200
"4015",583427844,17700
"4016",583476083,426200
"4017",583515539,80900
"4018",583537893,23300
"4019",583634916,86300
"4020",583723603,44500
"4021",583840786,83100
"4022",583929776,60900
"4023",584028383,81200
"4024",584230621,35100
"4025",584382865,69900
"4026",584527756,18300
"4027",584608200,67000
"4028",584620471,62900
"4029",584805141,82600
"4030",585008939,67400
"4031",585158542,29600
"4032",585259596,58100
"4033",585404403,81400
"4034",585416207,11800
"4035",585504122,57400
"4036",585557213,63700
"4037",585593568,44800
"4038",585624753,84400
"4039",586125951,78500
"4040",586147234,41500
"4041",586169409,78300
"4042",586265943,46300
"4043",586365359,44300
"4044",586574348,32200
"4045",586944291,15400
"4046",587086518,70700
"4047",587272536,25200
"4048",587309490,73600
"4049",587358158,69500
"4050",587368406,33100
"4051",587383477,70100
"4052",587401945,46000
"4053",587437217,67800
"4054",587456661,18000
"4055",587512043,42700
"4056",587558080,61500
"4057",587594540,86300
"4058",587687212,73600
"4059",587719377,78100
"4060",587756356,31400
"4061",587880767,56500
"4062",587887028,34700
"4063",588116478,20900
"4064",588117402,74200
"4065",588250132,71200
"4066",588298943,72400
"4067",588361285,78700
"4068",588390397,43900
"4069",588687508,52400
"4070",588694812,56700
"4071",588697168,71100
"4072",588789817,32400
"4073",588811838,55400
"4074",588860848,88800
"4075",588907918,32900
"4076",589052119,22500
"4077",589294473,13000
"4078",589393909,78100
"4079",589423709,13000
"4080",589506503,35000
"4081",589564295,13800
"4082",589968531,66300
"4083",590099412,74900
"4084",590117431,84900
"4085",590379145,21500
"4086",590396972,25800
"4087",590511758,32400
"4088",590602264,24200
"4089",590628532,22400
"4090",590996671,19800
"4091",590999814,35800
"4092",591012860,23100
"4093",591019184,54100
"4094",591183897,81600
"4095",591284837,67200
"4096",591477064,43400
"4097",591537121,34400
"4098",591545811,54000
"4099",591576368,87600
"4100",591595955,74500
"4101",591644629,70400
"4102",591648921,10400
"4103",591691151,31200
"4104",592181454,61300
"4105",592310136,21700
"4106",592533797,41300
"4107",592811828,77400
"4108",592822832,85000
"4109",592951364,69900
"4110",593222765,62700
"4111",593385582,16200
"4112",593462365,23700
"4113",593467333,26700
"4114",593711849,35200
"4115",593783978,68700
"4116",593833345,58100
"4117",594097787,45100
"4118",594102804,49300
"4119",594136913,74400
"4120",594185249,88700
"4121",594189433,65500
"4122",594277837,85600
"4123",594317611,29300
"4124",594320493,34700
"4125",594335006,70900
"4126",594423399,76500
"4127",594464483,41500
"4128",594624172,28100
"4129",594712641,87800
"4130",595029265,34200
"4131",595032469,69200
"4132",595303516,49100
"4133",595697135,59700
"4134",595699289,40900
"4135",595727723,63700
"4136",595790225,31900
"4137",595840546,51600
"4138",596034818,67600
"4139",596255558,71900
"4140",596690889,66400
"4141",596748588,37400
"4142",597068454,44300
"4143",597278882,59100
"4144",597284710,52800
"4145",597365516,17500
"4146",597420384,37000
"4147",597608531,67000
"4148",597658043,71600
"4149",597731706,57300
"4150",597773570,69300
"4151",597938904,23900
"4152",597993407,31000
"4153",598041712,17400
"4154",598055203,44600
"4155",598122106,73200
"4156",598154474,33500
"4157",598264171,12900
"4158",598358618,85600
"4159",598689010,27600
"4160",598702613,47700
"4161",598769495,51400
"4162",599007925,44600
"4163",599226378,24700
"4164",599566723,15600
"4165",599601732,20600
"4166",599602365,88100
"4167",599603446,43600
"4168",600021061,80200
"4169",600178189,73800
"4170",600342273,71600
"4171",600366036,86700
"4172",600382806,57200
"4173",600587010,40900
"4174",600691600,67600
"4175",600720296,88700
"4176",600730105,43600
"4177",600802227,47300
"4178",600817126,11300
"4179",600913641,71000
"4180",601039057,73200
"4181",601245323,67000
"4182",601346171,73100
"4183",601371807,15800
"4184",601459577,24700
"4185",601536687,55700
"4186",601663012,14300
"4187",601732844,53600
"4188",601734245,78900
"4189",601784498,38500
"4190",601926882,18200
"4191",601959661,40900
"4192",602144040,34500
"4193",602198783,40700
"4194",602219019,13700
"4195",602850489,89200
"4196",602872308,45000
"4197",603163332,19500
"4198",603326700,83100
"4199",603330058,62800
"4200",603449244,69700
"4201",603493197,41000
"4202",603611531,51600
"4203",603826584,48100
"4204",604049850,76700
"4205",604163049,71500
"4206",604322569,48500
"4207",604441202,34200
"4208",604488680,262400
"4209",604534042,71100
"4210",604614958,49500
"4211",604988312,49600
"4212",605151033,13600
"4213",605546575,81600
"4214",605559710,32700
"4215",605618748,50600
"4216",605699409,20900
"4217",605705322,13200
"4218",605804052,43500
"4219",605923727,89100
"4220",606072890,66600
"4221",606269964,71100
"4222",606463682,88400
"4223",606468484,60700
"4224",606498128,25300
"4225",606631815,54400
"4226",606834756,32400
"4227",606847041,48000
"4228",606858052,21800
"4229",606921450,22500
"4230",607020163,29400
"4231",607115827,27800
"4232",607133357,51200
"4233",607220119,14800
"4234",607456940,22100
"4235",607635154,73500
"4236",607708861,72600
"4237",607790928,31800
"4238",607864706,31300
"4239",607971978,63700
"4240",608091491,42900
"4241",608108328,124700
"4242",608421628,37900
"4243",608458525,64200
"4244",608860232,394900
"4245",608928788,54700
"4246",609316671,59900
"4247",609401245,20800
"4248",609595066,79100
"4249",609611444,77800
"4250",609660248,21100
"4251",609669321,43900
"4252",609771374,76500
"4253",609783218,36000
"4254",609837306,65000
"4255",609864514,29900
"4256",610052475,29300
"4257",610066884,39800
"4258",610072995,48200
"4259",610161772,58100
"4260",610333316,65000
"4261",610344714,86800
"4262",610364452,28000
"4263",610419972,14000
"4264",610459189,72800
"4265",610618059,40800
"4266",610622231,85500
"4267",610662695,14300
"4268",610666593,18100
"4269",610686515,27100
"4270",610902682,44200
"4271",610924138,48500
"4272",611093202,35300
"4273",611852958,64500
"4274",612118817,58100
"4275",612138704,52300
"4276",612190448,13000
"4277",612405275,72200
"4278",612497934,31500
"4279",612521139,73300
"4280",612707695,40300
"4281",612790136,18100
"4282",612833817,86100
"4283",612852697,67800
"4284",612908513,44700
"4285",612950162,64900
"4286",613090921,13600
"4287",613424996,46400
"4288",613428055,87500
"4289",613528245,20500
"4290",613589430,21600
"4291",613711429,68100
"4292",613840684,17300
"4293",613869273,11700
"4294",613969192,49600
"4295",614211090,25500
"4296",614406626,33700
"4297",614528933,78300
"4298",614621061,47400
"4299",614628244,29100
"4300",614912208,202900
"4301",614976330,60100
"4302",614989403,56500
"4303",615214086,57400
"4304",615255765,68600
"4305",615457046,82400
"4306",615520113,14400
"4307",615755512,41700
"4308",616063514,18100
"4309",616160787,10100
"4310",616178751,87000
"4311",616304773,13300
"4312",616308980,61200
"4313",616604262,76500
"4314",616635593,69300
"4315",616659424,36100
"4316",616682745,57400
"4317",616953784,34100
"4318",616967288,38000
"4319",617137968,26600
"4320",617173552,75600
"4321",617257376,51700
"4322",617297235,20300
"4323",617348550,61300
"4324",617393629,80600
"4325",617572284,36500
"4326",617706116,83000
"4327",618089850,74900
"4328",618350512,89600
"4329",618422318,22300
"4330",618441456,67600
"4331",618919658,77300
"4332",619518414,29900
"4333",619566257,82200
"4334",619604575,83600
"4335",619743394,14800
"4336",619762957,39800
"4337",620358313,51900
"4338",620442684,212500
"4339",620528474,81400
"4340",620618079,25000
"4341",620750239,69700
"4342",620833877,62100
"4343",620973598,20700
"4344",621079033,16300
"4345",621102812,51900
"4346",621119807,31100
"4347",621166042,25600
"4348",621206994,68800
"4349",621493804,87400
"4350",621619272,72200
"4351",621748770,41000
"4352",621952496,27600
"4353",622028752,56100
"4354",622136958,85700
"4355",622143854,19600
"4356",622279052,58200
"4357",622346761,88000
"4358",622371888,23500
"4359",622453742,39700
"4360",622726285,39500
"4361",622819590,83800
"4362",622938267,64100
"4363",623128748,49600
"4364",623291097,88100
"4365",623394031,62900
"4366",623807057,79800
"4367",623833048,37900
"4368",623851186,81000
"4369",623894116,62300
"4370",624111017,74300
"4371",624133678,52000
"4372",624206595,38000
"4373",624271726,34500
"4374",624336797,56700
"4375",624385124,15300
"4376",624629801,21100
"4377",624655475,71100
"4378",624853240,45100
"4379",625013013,46800
"4380",625161034,11000
"4381",625331223,67600
"4382",625660122,446000
"4383",625731465,46200
"4384",625786518,83600
"4385",625801343,79800
"4386",626139464,77000
"4387",626190859,35300
"4388",626205423,86900
"4389",626227274,30700
"4390",626250024,18800
"4391",626485930,33100
"4392",626537083,49300
"4393",626598169,74200
"4394",626918639,71400
"4395",626982484,23200
"4396",627012730,39000
"4397",627125421,40500
"4398",627323274,84700
"4399",627492546,45400
"4400",627555535,59600
"4401",627572271,15700
"4402",627666858,51300
"4403",627780205,84000
"4404",627827106,86800
"4405",627849195,55700
"4406",628240448,22800
"4407",628337764,75300
"4408",628432495,23000
"4409",628467619,16700
"4410",628493225,53500
"4411",628558651,59900
"4412",628768596,49100
"4413",628784664,73100
"4414",628802294,36700
"4415",628934481,78100
"4416",629144385,56500
"4417",629388098,50100
"4418",629596737,58600
"4419",629612665,22700
"4420",629664101,68500
"4421",629679383,75300
"4422",629814089,59300
"4423",629860258,87500
"4424",629860541,60600
"4425",630128965,32000
"4426",630153643,48000
"4427",630182506,34900
"4428",630242976,62800
"4429",630395098,20200
"4430",630496111,40600
"4431",630585907,33800
"4432",630609764,61800
"4433",630926683,11600
"4434",630978757,81700
"4435",631367200,66800
"4436",631371765,36400
"4437",631400088,55300
"4438",631419210,86500
"4439",631516803,19400
"4440",631757875,70900
"4441",632019119,13300
"4442",632081860,79500
"4443",632209392,78800
"4444",632248540,62200
"4445",632267899,31300
"4446",632512838,46300
"4447",632639232,84500
"4448",632653834,66500
"4449",632774981,61500
"4450",632984630,60300
"4451",633113101,69500
"4452",633372035,70300
"4453",633447508,87300
"4454",633900088,31400
"4455",634042635,10900
"4456",634182399,52400
"4457",634230315,70200
"4458",634389079,10400
"4459",634822442,21300
"4460",634893946,43000
"4461",634979287,65400
"4462",635058684,13700
"4463",635323682,43900
"4464",635334847,84100
"4465",635875360,67200
"4466",635891907,60300
"4467",635974955,66800
"4468",636145105,84800
"4469",636161693,68000
"4470",636352179,85800
"4471",636413770,58500
"4472",636583280,26900
"4473",636670479,33200
"4474",636820041,11000
"4475",636825374,74200
"4476",636965136,64500
"4477",636981283,86000
"4478",637040254,28800
"4479",637128386,74200
"4480",637265758,46500
"4481",637414577,81400
"4482",637537566,43300
"4483",637613999,80900
"4484",638091265,35100
"4485",638181145,42800
"4486",638455858,18300
"4487",638495521,39100
"4488",638596543,32500
"4489",638604966,75800
"4490",638992556,14000
"4491",639023901,51400
"4492",639154751,48900
"4493",639372196,66100
"4494",639494117,16500
"4495",639494600,44100
"4496",639647352,26200
"4497",639748408,12700
"4498",639887715,37000
"4499",640019829,58000
"4500",640107408,24000
"4501",640187445,23300
"4502",640187815,38700
"4503",640247165,65200
"4504",640405481,39400
"4505",640438617,41900
"4506",640467588,71600
"4507",640551187,63000
"4508",641422541,59600
"4509",642086920,70900
"4510",642092007,85800
"4511",642320674,55300
"4512",642325194,54800
"4513",642375852,72500
"4514",642410584,19500
"4515",642565822,12900
"4516",642611048,46500
"4517",642683425,36800
"4518",642894601,37800
"4519",642979386,67700
"4520",643144732,62900
"4521",643282065,79700
"4522",643382763,69300
"4523",643471534,65400
"4524",643519762,64400
"4525",643570148,36600
"4526",643783334,60100
"4527",643911625,57000
"4528",643957844,84900
"4529",644071688,25600
"4530",644219022,69000
"4531",644222168,26700
"4532",644385359,19000
"4533",644474230,40500
"4534",644477399,41600
"4535",644661828,36200
"4536",644662880,71800
"4537",644683790,27700
"4538",645096973,14300
"4539",645138294,60800
"4540",645191209,19300
"4541",645402778,29700
"4542",645474348,31900
"4543",645634070,59000
"4544",645843112,33800
"4545",645999112,26400
"4546",646158066,87500
"4547",646158590,71900
"4548",646272040,51600
"4549",646274846,60300
"4550",646278875,72200
"4551",646417882,56500
"4552",646487971,39200
"4553",646700877,25000
"4554",646745266,58200
"4555",646895576,11400
"4556",646905019,30800
"4557",646971927,187800
"4558",647158039,29700
"4559",647166345,73400
"4560",647451500,63500
"4561",647560589,59100
"4562",647567728,81700
"4563",647572048,58300
"4564",647780815,35600
"4565",647865863,37000
"4566",648050991,54800
"4567",648298276,79200
"4568",648307912,32300
"4569",648324819,61400
"4570",648327501,35000
"4571",648649780,14600
"4572",648794601,19300
"4573",648886562,63000
"4574",648947810,33700
"4575",649060792,36900
"4576",649144940,30000
"4577",649547548,24100
"4578",649655216,51000
"4579",649658737,88800
"4580",649878987,53100
"4581",649946805,26200
"4582",650100261,86200
"4583",650119954,67600
"4584",650255016,43400
"4585",650472825,64700
"4586",650576553,13300
"4587",650658131,27300
"4588",650678128,52000
"4589",650886719,38900
"4590",650918541,62300
"4591",650970829,48500
"4592",651025041,38300
"4593",651475435,55900
"4594",651804524,15200
"4595",651810262,73100
"4596",651984672,55100
"4597",651996957,51800
"4598",652252125,37900
"4599",652342148,40400
"4600",652378252,61300
"4601",652379266,39200
"4602",652389111,86300
"4603",652519399,85700
"4604",652662149,81400
"4605",652676717,82500
"4606",652680218,65400
"4607",652681186,17100
"4608",652978878,89200
"4609",652995997,88200
"4610",653065299,30500
"4611",653141086,23700
"4612",653382751,44900
"4613",653474619,35000
"4614",653561457,85400
"4615",653574130,40600
"4616",653579459,43600
"4617",653649119,410200
"4618",653698666,81600
"4619",653710026,41600
"4620",653805449,80000
"4621",653892405,15600
"4622",653974402,75800
"4623",653996978,46400
"4624",654248824,73600
"4625",654257544,33100
"4626",654301454,63800
"4627",654642828,31400
"4628",654896610,47300
"4629",654974303,10300
"4630",655133881,86000
"4631",655259194,19500
"4632",655513165,89300
"4633",655517412,88000
"4634",655623204,66800
"4635",655854126,89000
"4636",655950394,10200
"4637",656068243,34200
"4638",656100085,78800
"4639",656173057,68700
"4640",656269617,87200
"4641",656477741,69300
"4642",656581433,70600
"4643",656642790,59900
"4644",656650591,24900
"4645",657170718,19600
"4646",657240439,72200
"4647",657246277,10100
"4648",657267230,12900
"4649",657282603,34400
"4650",657448129,68600
"4651",657491055,42300
"4652",657531837,81700
"4653",657537224,19300
"4654",658006656,64600
"4655",658012151,43400
"4656",658039148,48500
"4657",658288509,58700
"4658",658565368,88800
"4659",658666582,47800
"4660",658805106,78900
"4661",658841138,25400
"4662",658977471,78800
"4663",658995324,56200
"4664",659100664,73700
"4665",659101329,309300
"4666",659177860,65200
"4667",659203754,18300
"4668",659208207,25600
"4669",659287545,71800
"4670",659338977,79900
"4671",659361654,10600
"4672",659435055,25500
"4673",659509444,50300
"4674",659549712,22100
"4675",659566783,78000
"4676",659966012,29400
"4677",659972923,67800
"4678",660112358,17600
"4679",660174918,72200
"4680",660190854,38100
"4681",660193187,61000
"4682",660441955,38600
"4683",660622572,53200
"4684",660773284,62000
"4685",660789339,89100
"4686",661002565,78000
"4687",661005343,29200
"4688",661077941,41000
"4689",661187498,14700
"4690",661402784,35600
"4691",661817658,50200
"4692",661912924,38800
"4693",661916961,15800
"4694",662037625,10700
"4695",662107254,84800
"4696",662257360,71900
"4697",662345417,79200
"4698",662372525,57100
"4699",662394531,44500
"4700",662482213,75800
"4701",662734103,49800
"4702",662935127,50500
"4703",663305972,55500
"4704",663344615,15900
"4705",663475755,79600
"4706",663476853,40100
"4707",663592944,86100
"4708",663792446,13200
"4709",663848561,11200
"4710",664095129,25500
"4711",664393536,57800
"4712",664657648,65200
"4713",665054576,27600
"4714",665147939,32400
"4715",665297275,38700
"4716",665316197,11500
"4717",665414818,64500
"4718",665728614,41500
"4719",665744493,82300
"4720",665766681,42500
"4721",666001437,47900
"4722",666299001,83900
"4723",666303771,89600
"4724",666323101,77500
"4725",666588911,65200
"4726",666595161,73500
"4727",666620621,71900
"4728",666667207,74500
"4729",666668795,276600
"4730",666695982,60200
"4731",666788868,37600
"4732",666827310,70000
"4733",666853438,44100
"4734",667194581,82700
"4735",667229438,63400
"4736",667234302,60800
"4737",667252183,15400
"4738",667268683,37800
"4739",667434802,15000
"4740",667791632,58800
"4741",667879476,29900
"4742",667886202,85200
"4743",667899094,11300
"4744",667932822,73100
"4745",667985350,19000
"4746",668007162,13400
"4747",668167358,80100
"4748",668263686,54600
"4749",668482537,38400
"4750",668582068,41000
"4751",668728829,60900
"4752",668871658,15100
"4753",669395857,50700
"4754",669713610,77300
"4755",669767902,86300
"4756",669960936,83600
"4757",670004582,49000
"4758",670021336,27200
"4759",670331326,45000
"4760",670744538,11400
"4761",670796593,74700
"4762",670935254,59400
"4763",671091865,66000
"4764",671098175,23400
"4765",671455007,82700
"4766",671471761,59300
"4767",671523045,68300
"4768",671646328,60100
"4769",671785561,30600
"4770",672060581,64100
"4771",672174619,39900
"4772",672272118,50300
"4773",672703611,72800
"4774",672904117,46600
"4775",673375294,36600
"4776",673402328,69400
"4777",673419551,50100
"4778",673505413,46700
"4779",673626871,57400
"4780",673695548,85400
"4781",674146119,58800
"4782",674230017,75400
"4783",674289420,87600
"4784",674306565,55800
"4785",674467401,47200
"4786",674495197,50800
"4787",674542080,37800
"4788",674750365,48300
"4789",674784186,62400
"4790",674801582,38200
"4791",674814675,71500
"4792",674871329,37600
"4793",674880129,31700
"4794",674965842,88900
"4795",675011071,77500
"4796",675020025,46200
"4797",675333510,40100
"4798",675467580,89100
"4799",675498661,52200
"4800",675569497,55100
"4801",675635375,31500
"4802",675754490,87400
"4803",676079525,48200
"4804",676185144,35900
"4805",676205140,39300
"4806",676211850,43600
"4807",676224073,63900
"4808",676272578,83400
"4809",676287653,57200
"4810",676351948,53000
"4811",676445105,75700
"4812",676721832,47400
"4813",676724570,67200
"4814",676767377,77100
"4815",676796315,15800
"4816",676843243,82500
"4817",677202196,89300
"4818",677270175,50200
"4819",677270359,34800
"4820",677278234,54900
"4821",677455495,47400
"4822",677946595,27200
"4823",678029699,33100
"4824",678384128,47500
"4825",678530139,25700
"4826",678586181,58200
"4827",678658655,64100
"4828",678710093,77900
"4829",678766807,16500
"4830",678861715,12200
"4831",678877077,76300
"4832",678983749,51700
"4833",679019717,72300
"4834",679493157,15400
"4835",679497176,58600
"4836",679802307,64300
"4837",679891523,85900
"4838",679925784,31000
"4839",680038469,19000
"4840",680144412,63700
"4841",680504589,68900
"4842",680511144,56200
"4843",680524563,46800
"4844",680683060,57800
"4845",680704926,51300
"4846",680706021,78000
"4847",680802664,57000
"4848",680845851,16900
"4849",681033049,20500
"4850",681181950,304400
"4851",681780233,57100
"4852",682000214,28400
"4853",682016916,89300
"4854",682170635,36400
"4855",682173940,16500
"4856",682203484,43900
"4857",682351678,26900
"4858",682420456,72700
"4859",682556229,48800
"4860",682787548,89200
"4861",682951164,25500
"4862",682953346,66000
"4863",683142984,11900
"4864",683246408,19800
"4865",683442639,85700
"4866",683665048,26300
"4867",683872058,21400
"4868",683954711,73000
"4869",684310405,37500
"4870",684365191,33400
"4871",684595353,87200
"4872",685095054,35100
"4873",685103276,14600
"4874",685160404,71000
"4875",685230064,86600
"4876",685332460,83400
"4877",685496801,13200
"4878",685503944,49400
"4879",685557034,25400
"4880",685721821,33500
"4881",685757173,64300
"4882",685803241,16300
"4883",685963339,48100
"4884",686187452,23500
"4885",686320577,56100
"4886",686424176,76700
"4887",686509892,51700
"4888",686825873,20000
"4889",686901408,13600
"4890",687061303,80300
"4891",687290303,40900
"4892",687406121,23700
"4893",687416166,53200
"4894",687521261,55400
"4895",687522486,80900
"4896",687590704,55000
"4897",687666761,43100
"4898",687691729,59700
"4899",687746363,78100
"4900",687896186,27900
"4901",688029578,38200
"4902",688166815,59600
"4903",688352019,50200
"4904",688363614,71700
"4905",688506907,35800
"4906",688580215,64300
"4907",688698244,22700
"4908",688758047,61300
"4909",689051565,78400
"4910",689237046,82600
"4911",689468815,45800
"4912",689542755,80400
"4913",689557272,26500
"4914",689670890,60500
"4915",689723081,28400
"4916",689888052,26800
"4917",689998210,71100
"4918",690035794,70300
"4919",690201639,53900
"4920",690244198,89200
"4921",690251247,23000
"4922",690511872,25700
"4923",690601798,17600
"4924",690602176,46600
"4925",690847859,30600
"4926",690931486,87300
"4927",690966657,52000
"4928",691110445,55900
"4929",691393570,30900
"4930",691536715,60700
"4931",691800639,68500
"4932",692157555,31800
"4933",692193478,39000
"4934",692246798,49500
"4935",692263774,24200
"4936",692333452,78700
"4937",692370930,35200
"4938",692655321,12100
"4939",692703131,20500
"4940",692848201,17000
"4941",692978278,65700
"4942",693016464,81400
"4943",693030711,46000
"4944",693239765,265800
"4945",693289377,36700
"4946",693355085,49700
"4947",693529268,66100
"4948",693800273,33800
"4949",693840913,43800
"4950",693913027,79200
"4951",693971751,85900
"4952",694193970,81800
"4953",694534901,37900
"4954",694738635,36600
"4955",694867748,76400
"4956",694871685,79000
"4957",695066588,60700
"4958",695151806,61200
"4959",695334398,37600
"4960",695389028,18100
"4961",695501648,42500
"4962",695547909,32900
"4963",695591586,73500
"4964",695861447,18400
"4965",696271370,74100
"4966",696400346,23300
"4967",696420352,11600
"4968",696451692,13200
"4969",696549264,46800
"4970",696642645,33400
"4971",696846920,86300
"4972",697139293,15200
"4973",697147142,41400
"4974",697636683,87600
"4975",697698911,72700
"4976",697715289,80500
"4977",697740956,60200
"4978",697743306,39400
"4979",698008890,38400
"4980",698121531,64400
"4981",698482000,79400
"4982",698683418,22900
"4983",698940619,82400
"4984",699033460,56000
"4985",699165016,18400
"4986",699603024,65700
"4987",700005392,66200
"4988",700104290,78900
"4989",700105341,65500
"4990",700245174,83800
"4991",700346339,20800
"4992",700541431,14400
"4993",700694521,71900
"4994",700736868,37000
"4995",700741839,36300
"4996",700828830,406100
"4997",701247626,52900
"4998",701305322,80800
"4999",701571905,13300
"5000",701617605,81200
"5001",701650973,88300
"5002",701664735,29700
"5003",701690416,40600
"5004",701724901,62600
"5005",701845959,56600
"5006",701997674,41600
"5007",702001489,39100
"5008",702021907,84000
"5009",702073228,70200
"5010",702108407,33400
"5011",702191440,39800
"5012",702229545,24600
"5013",702267548,16500
"5014",702607784,58600
"5015",702650473,71300
"5016",702742682,40000
"5017",702839542,43100
"5018",702927071,52200
"5019",703080854,79400
"5020",703141739,30000
"5021",703186365,20200
"5022",703338839,48600
"5023",703401378,47700
"5024",703477345,57200
"5025",703498255,13700
"5026",703593885,65800
"5027",703658199,50400
"5028",703744033,41500
"5029",703857374,12900
"5030",704124814,84600
"5031",704238423,40200
"5032",704610290,72000
"5033",704635246,70100
"5034",704707767,37400
"5035",704768367,19600
"5036",704913836,59100
"5037",704946503,18300
"5038",704994281,27600
"5039",705141152,49900
"5040",705313132,56600
"5041",705420694,85000
"5042",705671845,27400
"5043",705835965,14500
"5044",705844773,62400
"5045",705951777,30800
"5046",705989893,30800
"5047",706199689,21400
"5048",706233967,82000
"5049",706256206,55700
"5050",706311587,11900
"5051",706715524,16500
"5052",706780807,70900
"5053",706857272,30000
"5054",706929293,40500
"5055",707001238,29700
"5056",707356990,11700
"5057",707401156,73000
"5058",707813500,85600
"5059",707834259,46000
"5060",708098510,58600
"5061",708228163,50200
"5062",708501622,69700
"5063",708764619,88900
"5064",708962719,27000
"5065",709268895,88400
"5066",709656006,81600
"5067",709763168,52200
"5068",709785345,65900
"5069",709950153,59900
"5070",709994184,52400
"5071",710012534,73300
"5072",710039679,59800
"5073",710127232,30100
"5074",710138568,69400
"5075",710201628,60500
"5076",710326222,12400
"5077",710344741,57200
"5078",710372725,25800
"5079",710443633,62600
"5080",710501743,17900
"5081",710526903,29200
"5082",710561877,40700
"5083",710724684,88200
"5084",710980835,68700
"5085",710985940,63600
"5086",711717897,33400
"5087",711750283,88900
"5088",711898082,19500
"5089",711927926,85500
"5090",712095432,12400
"5091",712229764,84600
"5092",712269140,14800
"5093",712354917,41300
"5094",712662093,88600
"5095",712771109,35500
"5096",713043507,21800
"5097",713240549,83000
"5098",713478239,55000
"5099",713637543,24600
"5100",713717289,68700
"5101",714097882,58100
"5102",714222577,54200
"5103",714570896,27200
"5104",714681597,31900
"5105",714684668,72400
"5106",714843287,52000
"5107",714941023,57000
"5108",715143445,20900
"5109",715181551,37500
"5110",715196958,64500
"5111",715279180,17200
"5112",715307595,24600
"5113",715413032,36400
"5114",715434894,88700
"5115",715658665,10200
"5116",715673283,71500
"5117",715871208,14200
"5118",716044851,50300
"5119",716165226,58600
"5120",716277640,27500
"5121",716363311,38500
"5122",716508896,61600
"5123",716572923,51500
"5124",716756787,61800
"5125",716811119,40200
"5126",716850173,39400
"5127",716959927,46600
"5128",716961090,82300
"5129",716975806,57300
"5130",717019111,15600
"5131",717044576,81500
"5132",717121767,89700
"5133",717231551,53600
"5134",717242975,50600
"5135",717347194,24100
"5136",717388142,49800
"5137",717391042,33000
"5138",717570815,39800
"5139",717805030,83800
"5140",717963522,47100
"5141",717965684,60300
"5142",718183482,31200
"5143",718221788,70800
"5144",718234494,68500
"5145",718241841,14300
"5146",718308685,50000
"5147",718383234,17800
"5148",718792050,29600
"5149",718819568,60500
"5150",718874134,33900
"5151",718909501,89300
"5152",719005872,11800
"5153",719102982,36600
"5154",719227573,64200
"5155",719296070,84600
"5156",719338377,12400
"5157",719573790,36200
"5158",719647340,59200
"5159",719743318,10800
"5160",720130434,73200
"5161",720154489,61300
"5162",720291906,26400
"5163",720430269,32700
"5164",720615357,79100
"5165",720617364,10100
"5166",720661806,25200
"5167",720772721,36200
"5168",720863850,89100
"5169",720948690,64300
"5170",721083307,15300
"5171",721127459,73600
"5172",721501506,55200
"5173",721603069,53600
"5174",721905938,50000
